data,preco_BOVA11,preco_DIVO11
2023-09-26,110.65,79.64
2023-09-27,110.70,79.38
2023-09-28,112.18,80.10
2023-09-29,113.15,80.33
2023-10-02,111.49,79.83
2023-10-03,109.82,79.00
2023-10-04,110.18,78.67
2023-10-05,109.75,78.34
2023-10-06,110.66,78.71
2023-10-09,111.74,79.15
2023-10-10,113.13,79.88
2023-10-11,113.50,80.06
2023-10-13,112.06,79.30
2023-10-16,112.94,79.83
2023-10-17,112.34,79.28
2023-10-18,110.37,78.25
2023-10-19,110.60,78.40
2023-10-20,109.50,77.93
2023-10-23,109.35,77.76
2023-10-24,110.24,78.20
2023-10-25,109.35,77.65
2023-10-26,111.40,78.79
2023-10-27,109.85,78.05
2023-10-30,108.96,77.65
2023-10-31,109.62,77.83
2023-11-01,111.56,79.20
2023-11-03,114.75,81.06
2023-11-06,114.81,81.72
2023-11-07,115.67,82.15
2023-11-08,115.52,82.08
2023-11-09,115.18,81.90
2023-11-10,117.01,82.98
2023-11-13,116.82,83.00
2023-11-14,119.61,84.75
2023-11-16,120.96,85.85
2023-11-17,121.10,85.75
2023-11-20,122.25,85.92
2023-11-21,121.76,85.85
2023-11-22,122.15,85.85
2023-11-23,122.83,85.90
2023-11-24,121.66,85.15
2023-11-27,121.94,85.35
2023-11-28,122.72,85.90
2023-11-29,122.27,85.60
2023-11-30,123.57,86.10
2023-12-01,124.24,86.35
2023-12-04,122.96,85.98
2023-12-05,123.01,86.32
2023-12-06,121.72,85.70
2023-12-07,122.29,85.60
2023-12-08,123.31,86.42
2023-12-11,123.11,86.60
2023-12-12,122.60,86.50
2023-12-13,126.12,88.00
2023-12-14,126.88,88.65
2023-12-15,126.28,88.65
2023-12-18,127.27,89.05
2023-12-19,128.05,89.80
2023-12-20,126.82,89.50
2023-12-21,128.35,90.30
2023-12-22,128.94,90.90
2023-12-26,129.65,91.40
2023-12-27,130.46,91.80
2023-12-28,130.39,92.20
2024-01-02,128.76,91.44
2024-01-03,128.99,91.65
2024-01-04,127.35,90.70
2024-01-05,128.25,91.00
2024-01-08,128.57,91.10
2024-01-09,127.59,90.50
2024-01-10,126.94,90.00
2024-01-11,126.81,89.80
2024-01-12,127.23,89.85
2024-01-15,127.82,90.20
2024-01-16,125.49,88.90
2024-01-17,124.53,88.60
2024-01-18,123.56,88.09
2024-01-19,123.84,88.15
2024-01-22,122.70,87.70
2024-01-23,124.55,88.84
2024-01-24,123.97,89.25
2024-01-25,124.46,89.30
2024-01-26,125.08,89.79
2024-01-29,124.75,89.25
2024-01-30,123.57,88.65
2024-01-31,123.95,88.90
2024-02-01,124.76,89.35
2024-02-02,123.32,88.75
2024-02-05,123.86,89.05
2024-02-06,126.88,90.30
2024-02-07,126.05,90.60
2024-02-08,124.51,89.27
2024-02-09,124.13,88.73
2024-02-14,123.23,88.20
2024-02-15,124.06,89.10
2024-02-16,124.88,89.80
2024-02-19,125.14,90.10
2024-02-20,126.19,90.26
2024-02-21,126.18,89.90
2024-02-22,126.30,90.15
2024-02-23,125.61,89.50
2024-02-26,125.77,89.52
2024-02-27,127.84,90.65
2024-02-28,126.26,90.05
2024-02-29,125.25,89.70
2024-03-01,125.24,89.70
2024-03-04,124.50,89.00
2024-03-05,124.40,88.83
2024-03-06,125.15,88.90
2024-03-07,124.67,88.95
2024-03-08,123.26,88.21
2024-03-11,122.32,87.50
2024-03-12,123.81,88.25
2024-03-13,124.37,87.90
2024-03-14,123.82,87.27
2024-03-15,122.87,86.90
2024-03-18,123.05,87.25
2024-03-19,123.73,87.70
2024-03-20,125.45,88.80
2024-03-21,124.37,88.55
2024-03-22,123.21,88.15
2024-03-25,123.19,87.90
2024-03-26,123.24,87.50
2024-03-27,124.05,88.40
2024-03-28,124.33,88.60
2024-04-01,123.29,88.40
2024-04-02,123.74,88.80
2024-04-03,123.54,88.85
2024-04-04,123.68,89.25
2024-04-05,122.90,88.95
2024-04-08,125.13,90.25
2024-04-09,126.21,91.00
2024-04-10,124.15,89.75
2024-04-11,123.72,89.37
2024-04-12,122.12,88.10
2024-04-15,121.55,88.76
2024-04-16,120.85,87.71
2024-04-17,120.54,87.99
2024-04-18,120.48,87.91
2024-04-19,121.52,88.90
2024-04-22,121.80,89.20
2024-04-23,121.41,88.00
2024-04-24,120.97,87.70
2024-04-25,120.91,87.00
2024-04-26,122.83,88.02
2024-04-29,123.77,88.65
2024-04-30,122.38,88.32
2024-05-02,123.35,89.70
2024-05-03,124.95,91.10
2024-05-06,124.71,90.70
2024-05-07,125.40,90.45
2024-05-08,125.75,90.85
2024-05-09,124.52,90.05
2024-05-10,124.01,89.31
2024-05-13,124.56,90.00
2024-05-14,124.81,90.40
2024-05-15,124.23,90.60
2024-05-16,124.55,90.60
2024-05-17,124.37,90.50
2024-05-20,124.12,90.60
2024-05-21,123.70,90.75
2024-05-22,122.07,89.97
2024-05-23,121.10,89.25
2024-05-24,120.64,88.95
2024-05-27,120.87,89.13
2024-05-28,120.18,88.50
2024-05-29,119.12,88.13
2024-05-31,118.66,87.62
2024-06-03,118.44,87.31
2024-06-04,118.16,87.20
2024-06-05,117.90,86.85
2024-06-06,119.40,87.60
2024-06-07,117.13,86.30
2024-06-10,117.35,85.90
2024-06-11,118.00,86.70
2024-06-12,116.46,85.70
2024-06-13,116.18,85.70
2024-06-14,116.22,85.55
2024-06-17,115.74,85.40
2024-06-18,116.12,85.80
2024-06-19,116.76,86.25
2024-06-20,117.12,87.00
2024-06-21,118.02,87.64
2024-06-24,119.08,88.35
2024-06-25,118.90,88.20
2024-06-26,119.14,88.30
2024-06-27,120.80,89.05
2024-06-28,120.38,88.93
2024-07-01,121.08,89.15
2024-07-02,121.33,89.55
2024-07-03,122.14,89.95
2024-07-04,122.62,90.40
2024-07-05,122.70,90.21
2024-07-08,122.94,90.30
2024-07-09,123.54,90.55
2024-07-10,123.50,90.72
2024-07-11,124.57,91.65
2024-07-12,125.20,92.20
2024-07-15,125.72,92.15
2024-07-16,125.37,92.70
2024-07-17,125.82,93.15
2024-07-18,124.02,91.92
2024-07-19,124.00,91.33
2024-07-22,124.26,92.25
2024-07-23,122.95,90.86
2024-07-24,122.86,90.51
2024-07-25,122.41,90.22
2024-07-26,123.98,90.50
2024-07-29,123.46,90.65
2024-07-30,122.71,90.10
2024-07-31,124.04,90.90
2024-08-01,123.74,90.85
2024-08-02,122.38,89.52
2024-08-05,121.77,89.60
2024-08-06,122.74,89.90
2024-08-07,124.04,90.36
2024-08-08,125.30,90.95
2024-08-09,127.13,92.10
2024-08-12,127.65,92.55
2024-08-13,128.78,92.90
2024-08-14,129.68,94.55
2024-08-15,130.49,94.40
2024-08-16,130.29,94.20
2024-08-19,131.98,95.55
2024-08-20,132.44,96.10
2024-08-21,132.74,96.65
2024-08-22,131.57,95.61
2024-08-23,131.98,96.45
2024-08-26,133.21,96.83
2024-08-27,133.01,96.34
2024-08-28,133.62,96.74
2024-08-29,132.17,96.56
2024-08-30,132.60,96.60
2024-09-02,131.10,96.70
2024-09-03,130.63,96.45
2024-09-04,132.38,97.88
2024-09-05,132.89,97.70
2024-09-06,130.96,97.30
2024-09-09,131.04,97.01
2024-09-10,130.63,97.02
2024-09-11,131.21,96.75
2024-09-12,130.31,96.63
2024-09-13,131.21,97.13
2024-09-16,131.38,97.55
2024-09-17,131.33,97.18
2024-09-18,130.05,96.27
2024-09-19,129.37,96.05
2024-09-20,127.63,94.71
2024-09-23,127.00,94.64
2024-09-24,128.68,96.08
2024-09-25,127.92,95.45
2024-09-26,129.33,96.30
2024-09-27,129.04,96.39
2024-09-30,128.43,96.15
2024-10-01,128.86,96.59
2024-10-02,129.85,97.50
2024-10-03,128.03,96.21
2024-10-04,128.20,96.04
2024-10-07,128.45,96.22
2024-10-08,127.93,95.25
2024-10-09,126.35,94.37
2024-10-10,126.80,94.35
2024-10-11,126.47,93.93
2024-10-14,127.50,94.65
2024-10-15,127.40,94.24
2024-10-16,128.07,94.77
2024-10-17,127.31,94.57
2024-10-18,127.00,94.75
2024-10-21,126.75,94.64
2024-10-22,126.50,94.27
2024-10-23,125.81,93.80
2024-10-24,126.60,94.20
2024-10-25,126.35,94.45
2024-10-28,127.84,95.20
2024-10-29,127.25,94.42
2024-10-30,127.23,94.80
2024-10-31,126.26,94.49
2024-11-01,124.60,93.82
2024-11-04,127.15,94.75
2024-11-05,127.15,94.72
2024-11-06,126.30,95.20
2024-11-07,126.06,94.95
2024-11-08,124.50,93.95
2024-11-11,124.35,94.25
2024-11-12,124.20,93.16
2024-11-13,124.33,93.05
2024-11-14,124.27,93.70
2024-11-18,124.41,93.91
2024-11-19,124.88,94.49
2024-11-21,123.60,93.55
2024-11-22,126.02,94.95
2024-11-25,125.67,95.17
2024-11-26,126.65,95.42
2024-11-27,124.10,94.75
2024-11-28,121.30,93.00
2024-11-29,122.32,94.37
2024-12-02,121.88,94.11
2024-12-03,122.68,94.81
2024-12-04,122.75,94.72
2024-12-05,124.51,95.61
2024-12-06,122.46,94.32
2024-12-09,123.76,95.67
2024-12-10,124.78,96.35
2024-12-11,126.61,96.70
2024-12-12,122.72,94.71
2024-12-13,121.63,93.29
2024-12-16,120.22,93.07
2024-12-17,121.60,93.55
2024-12-18,118.20,90.70
2024-12-19,117.98,91.10
2024-12-20,119.05,91.22
2024-12-23,117.70,90.15
2024-12-26,117.96,90.35
2024-12-27,117.26,89.80
2024-12-30,117.27,90.07
2025-01-02,117.10,89.48
2025-01-03,115.45,88.21
2025-01-06,117.07,89.01
2025-01-07,118.15,89.53
2025-01-08,116.67,88.22
2025-01-09,116.82,88.15
2025-01-10,115.96,87.62
2025-01-13,116.02,87.45
2025-01-14,116.46,87.99
2025-01-15,119.57,89.77
2025-01-16,118.33,88.62
2025-01-17,119.25,89.44
2025-01-20,119.81,89.88
2025-01-21,120.30,90.22
2025-01-22,119.92,90.05
2025-01-23,119.49,90.00
2025-01-24,119.45,89.82
2025-01-27,121.87,91.81
2025-01-28,121.03,91.75
2025-01-29,120.17,91.25
2025-01-30,123.95,93.09
2025-01-31,123.00,92.98
2025-02-03,122.64,93.12
2025-02-04,121.91,92.36
2025-02-05,122.37,92.49
2025-02-06,123.16,92.80
2025-02-07,121.48,91.75
2025-02-10,122.55,92.75
2025-02-11,123.45,93.45
2025-02-12,121.25,91.80
2025-02-13,121.68,92.03
2025-02-14,124.87,93.94
2025-02-17,125.25,94.25
2025-02-18,125.30,94.52
2025-02-19,124.01,93.60
2025-02-20,124.47,93.35
2025-02-21,123.94,93.08
2025-02-24,122.49,92.38
2025-02-25,122.83,92.62
2025-02-26,121.82,92.00
2025-02-27,121.75,91.65
2025-02-28,120.01,91.84
2025-03-05,120.05,91.03
2025-03-06,120.40,91.25
2025-03-07,121.95,92.47
2025-03-10,121.30,91.80
2025-03-11,120.55,90.78
2025-03-12,120.74,90.94
2025-03-13,122.51,92.28
2025-03-14,125.75,94.70
2025-03-17,127.76,95.61
2025-03-18,128.26,96.20
2025-03-19,129.60,96.21
2025-03-20,128.85,96.77
2025-03-21,128.98,97.05
2025-03-24,128.19,96.36
2025-03-25,129.04,96.69
2025-03-26,129.24,97.06
2025-03-27,129.78,97.41
2025-03-28,128.69,96.68
2025-03-31,127.30,95.22
2025-04-01,128.04,96.09
2025-04-02,128.90,95.80
2025-04-03,128.10,95.97
2025-04-04,124.05,93.79
2025-04-07,122.73,92.14
2025-04-08,121.04,91.30
2025-04-09,124.55,93.69
2025-04-10,123.41,92.47
2025-04-11,124.72,93.50
2025-04-14,126.41,94.78
2025-04-15,126.20,94.53
2025-04-16,125.28,94.35
2025-04-17,126.53,94.83
2025-04-22,127.33,95.14
2025-04-23,129.08,96.84
2025-04-24,131.38,98.06
2025-04-25,131.49,98.60
2025-04-28,131.65,98.46
2025-04-29,131.86,98.48
2025-04-30,131.63,99.00
2025-05-02,131.85,98.54
2025-05-05,130.34,97.37
2025-05-06,130.38,97.54
2025-05-07,130.21,97.60
2025-05-08,133.04,99.10
2025-05-09,133.24,99.54
2025-05-12,133.39,99.30
2025-05-13,135.61,100.62
2025-05-14,135.19,100.64
2025-05-15,136.07,101.62
2025-05-16,136.11,101.38
2025-05-19,136.42,101.51
2025-05-20,136.84,102.33
2025-05-21,134.59,101.04
2025-05-22,134.05,100.27
2025-05-23,134.47,100.84
2025-05-26,135.01,101.16
2025-05-27,136.46,102.00
2025-05-28,135.71,101.53
2025-05-29,135.36,101.44
2025-05-30,133.99,100.38
2025-06-02,133.60,99.89
2025-06-03,134.40,100.69
2025-06-04,133.81,100.02
2025-06-05,133.25,99.57
2025-06-06,133.06,99.39
2025-06-09,132.73,99.49
2025-06-10,133.35,99.90
2025-06-11,133.97,100.30
2025-06-12,134.66,100.93
2025-06-13,133.99,100.74
2025-06-16,136.07,101.82
2025-06-17,135.52,102.13
2025-06-18,135.42,101.85
2025-06-20,133.90,100.96
2025-06-23,133.47,100.65
2025-06-24,134.07,100.57
2025-06-25,132.55,99.66
2025-06-26,133.96,100.91
2025-06-27,133.79,100.38
2025-06-30,135.85,101.93
2025-07-01,136.52,102.55
2025-07-02,135.91,102.56
2025-07-03,137.92,104.23
2025-07-04,138.13,104.25
2025-07-07,136.45,102.96
2025-07-08,136.15,103.01
2025-07-09,134.11,101.55
2025-07-10,133.61,101.46
2025-07-11,133.50,101.10
2025-07-14,132.09,100.45
2025-07-15,132.37,100.39
2025-07-16,132.40,100.28
2025-07-17,132.47,100.06
2025-07-18,130.30,98.84
2025-07-21,131.20,99.54
2025-07-22,131.15,99.27
2025-07-23,132.39,100.58
2025-07-24,130.78,99.57
2025-07-25,130.45,99.67
2025-07-28,129.25,98.57
2025-07-29,129.50,99.05
2025-07-30,130.93,99.71
2025-07-31,129.88,99.13
2025-08-01,129.57,98.62
2025-08-04,130.00,98.74
2025-08-05,130.16,98.76
2025-08-06,131.49,99.48
2025-08-07,133.52,100.34
2025-08-08,132.91,100.12
2025-08-11,132.50,100.24
2025-08-12,135.10,101.52
2025-08-13,133.66,100.40
2025-08-14,133.36,100.36
2025-08-15,133.56,100.40
2025-08-18,134.33,101.16
2025-08-19,131.17,99.51
2025-08-20,131.80,99.86
2025-08-21,131.63,99.40
2025-08-22,135.15,101.75
2025-08-25,135.11,101.93
2025-08-26,134.94,102.19
2025-08-27,136.20,103.07
2025-08-28,138.31,103.97
2025-08-29,138.50,104.56
2025-09-01,138.29,103.91
2025-09-02,137.37,103.30
2025-09-03,136.87,102.72
2025-09-04,138.01,103.95
2025-09-05,139.65,104.62
2025-09-08,138.80,104.61
2025-09-09,138.60,104.73
2025-09-10,139.16,104.98
2025-09-11,139.96,105.28
2025-09-12,139.21,104.75
2025-09-15,140.45,105.13
2025-09-16,141.11,105.16
2025-09-17,142.60,106.95
2025-09-18,142.53,106.62
2025-09-19,142.79,106.66
2025-09-22,141.99,106.53
2025-09-23,143.33,107.61
2025-09-24,143.42,107.57
2025-09-25,142.28,106.45
2025-09-26,142.44,106.76
2025-09-29,143.45,107.03
2025-09-30,143.24,107.49
2025-10-01,142.52,106.82
2025-10-02,140.99,106.17
2025-10-03,141.22,106.28
2025-10-06,140.67,106.01
2025-10-07,138.45,104.49
2025-10-08,139.20,104.77
2025-10-09,138.75,104.26
2025-10-10,137.81,103.62
2025-10-13,138.75,104.26
2025-10-14,138.74,104.48
2025-10-15,139.49,104.72
2025-10-16,139.16,104.32
2025-10-17,140.40,105.05
2025-10-20,141.27,106.11
2025-10-21,141.17,105.42
2025-10-22,141.88,105.96
2025-10-23,142.68,106.44
2025-10-24,143.00,106.61
