url,name,address,phone,website,email,category
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/189-pp-el-verdadero,PP El Verdadero,Km 1.5 Av. Carlos Julio Arosemena - Guayaquil,04 259 5700,www.ppelverdadero.com.ec,redaccion@ppelverdadero.com.ec,prensa
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/190-avance,Avance,Presidente Córdova 9-06 y Benigno Malo,07 283 6001 / 245 3543 / 099999 6233,www.revistavance.com,info@revistavance.com / rtavance@cue.satnet.net,prensa
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/203-la-hora-esmeradas,La Hora (Esmeradas),"Bolívar y Rocafuerte, esquina. 4to piso",06 272 8602 / 272 8600,www.lahora.com.ec,esmeraldas@lahora.com.ec,prensa
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/244-el-espectador-semanario,El Espectador (Semanario),Bolívar y Juan Bautista Cordero esquina,07 224 1358 / 224 1913 / 224 4726,www.espectadorazogues.com,espectador90@hotmail.com,prensa
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/248-el-heraldo-semanario,El Heraldo (Semanario),Solano 216 y luis Cordero,07 224 7583,www.heraldodelcanar.com,carpioperla2@yahoo.com,prensa
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/249-el-mercurio,El Mercurio,Av. Las Américas Sector el Arenal,07 409 5682,www.elmercurio.com.ec,redaccion1@elmercurio.com.ec,prensa
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/251-el-tiempo,El Tiempo,Av. Loja y Rodrigo de Triana,07 288 2551 / 288 2552 / 288 2553,www.eltiempo.com.ec,eltiempocuencaweb@gmail.com,prensa
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/252-diario-cronica,Diario Crónica,Calle Miguel Riofrío 11-68 entre Olmedo y Juan José Peña,07-2572003/ 2584895,www.cronica.com.ec,redaccion@cronica.com.ec,prensa
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/253-la-hora,La Hora,"Imbabura 1548 y 18 de Noviembre, esquina",07-2577099,www.lahora.com.ecc,loja@lahora.com.ec,prensa
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/281-la-hora,La Hora,"Sucre, entre Ayacucho y Junín. Ed. Burbano, 2do Piso",06 298 4646 / 298 4551,www.lahora.com.ec,tulcan@lahora.com.ec,prensa
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/282-la-prensa,La Prensa,Centro Comercial La Catedral. PB. Junto al Ed. Curia,06 298 48993,,prensatulcan@yahoo.com,prensa
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/293-la-prensa,La Prensa,García Moreno 2340 y Primera Constituyente,03 296 7855 / 294 0976 / 294 0975,www.laprensa.com.ec,direccion@laprensa.com.ec,prensa
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/308-la-gaceta,La Gaceta,Quijano Ordoñez 479 y General Maldonado,03 281 1142,www.lagaceta.com.ec,lagaceta@andinanet.net,prensa
